BAE,DataID,Divisi,EfekEmiten_EBA,EfekEmiten_ETF,EfekEmiten_Obligasi,EfekEmiten_Saham,EfekEmiten_SPEI,Industri,SubIndustri,Email,Fax,id,JenisEmiten,KegiatanUsahaUtama,KodeDivisi,KodeEmiten,NamaEmiten,NPKP,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Status,Logo
PT. Datindo Entrycom,0,,False,False,False,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,corporatesecretary@ptvti.co.id,(+6221) 83707370,0,,Infrastruktur Telekomunikasi,,GOLD,PT Visi Telekomunikasi Infrastruktur Tbk.,,01.747.338.0-027.000,PENGEMBANGAN,Infrastruktur,Telekomunikasi,2010-07-07T00:00:00,(+6221) 83707370,www.ptvti.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GOLD.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@goldenplantation.com,02150927305,0,,Perkebunan kelapa Sawit dan Pabrik Kelapa Sawit,,GOLL,PT Golden Plantation Tbk,,027967124015000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2014-12-23T00:00:00,02150927304,www.goldenplantation.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GOLL.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corporate.secretary@garudafood.co.id ,0217290112,0,,Industri makanan dan minuman dalam kemasan yang terintegrasi dengan kegiatan distribusi,,GOOD,PT Garudafood Putra Putri Jaya Tbk.,,01.577.116.5-092.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2018-10-10T00:00:00,0217290110,www.garudafood.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GOOD.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corpsecretary@gotocompany.com dan ir@gotocompany.com,(021) 2709 7877,0,,"Perusahaan Induk dan Penyedia platform digital yang mengintegrasikan on-demand services, e-commerce dan produk digital, serta financial technology services secara langsung maupun tidak langsung melalui entitas-entitas di dalam Perusahaan",,GOTO,PT GoTo Gojek Tokopedia Tbk,,74.570.436.1-064.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2022-04-11T00:00:00,(021) 2910 1072,www.gotocompany.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GOTO.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsecgpra@gapuraprima.com ,(021) 5367.1616/5366.8370,0,,Pemborongan (Kontraktor dan Real Estate),,GPRA,Perdana Gapura Prima Tbk,-,01.321.336.8-003.000,Utama,Properti & Real Estat,Properti & Real Estat,2007-10-10T00:00:00,"(021) 536 71717, (021) 536 68360",www.gapuraprima.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GPRA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Mesin,Mesin & Komponen Perindustrian,corsec@geoprima.co.id,(+62-21) 458 4124,0,,"Perdagangan Besar Mesin, Peralatan dan Perlengkapan Lainnya",,GPSO,PT Geoprima Solusi Tbk,-,01.813.780.2-043.000,Pengembangan,Perindustrian,Barang Perindustrian,2021-09-06T00:00:00,(+62-21) 4585 0667/68,www.geoprima.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GPSO.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,secretary@theequityone.com,021-2313285,0,,Investment Company,,GSMF,Equity Development Investment Tbk,,01.371.294.8-054.000,Pengembangan,Keuangan,Perusahaan Holding & Investasi,1989-10-23T00:00:00,021-80632550,www.theequityone.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GSMF.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,corporate.secretary@gtb-indonesia.com,021- 7942650,0,,Pertambangan Batubara(Coal Mining),,GTBO,Garda Tujuh Buana Tbk,,01.667.888.0-061.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2009-07-09T00:00:00,021- 7943947,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GTBO.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,corpsec@gtsi.co.id,(021) 50966343,0,,"Distribusi Gas Alam dan Buatan, Angkutan Laut Dalam Negeri untuk Barang Khusus,Angkutan Laut Luar Negeri untuk Barang Khusus, dan Aktivitas Perusahaan Holding;",,GTSI,PT GTS Internasional Tbk,,03.255.267.1-063.000,Utama,Energi,"Minyak, Gas & Batu Bara",2021-09-08T00:00:00,(021) 50933163,http://gtsi.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GTSI.jpg
PT. Bima Registra,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,secretary@amanagrindo.co.id,(024) 8444821,0,,"perkebunan tebu, perdagangan gula dan industri gula",,GULA,PT Aman Agrindo Tbk,,03.220.463.8-508.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2022-08-03T00:00:00,(024) 8451639,www.amanagrindo.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GULA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,True,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,pr@greenwoodsejahtera.com,2598-4578,0,,"Pembangunan dan pengembangan, investasi, perdagangan, dan jasa penyewaan properti",,GWSA,PT Greenwood Sejahtera Tbk,-,01.568.937.5-054.000,UTAMA,Properti & Real Estat,Properti & Real Estat,2011-12-23T00:00:00,2598-4969,http://www.greenwoodsejahtera.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GWSA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate@gozco.com,021- 29755556,0,,Agriculture Plantation,,GZCO,Gozco Plantations Tbk,S-31PKP/WPJ.07/KP.0803/2018,02.623.730.5-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2008-05-15T00:00:00,021- 29755555,www.gozco.com/plantations/home/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/GZCO.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Utilitas Gas,Utilitas Gas,hd.capitaltbk@gmail.com,-,0,,"ketenagalistrikan, perdagangan, pembangunan dan jasa yang berhubungan dengan pembangkit listrik",,HADE,PT Himalaya Energi Perkasa Tbk,-,01.341.266.3-054.000,PENGEMBANGAN,Infrastruktur,Utilitas,2004-04-12T00:00:00,(024) 76921635,https://himalayaenergi.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HADE.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corsec.his@hasnurgroup.com,(62-21) 29343777,0,,"Pengangkutan barang dengan menggunakan kapal laut yang dirancang secara khusus untuk mengangkut suatu jenis barang tertentu, termasuk usahapersewaan angkutan laut berikut operatornya.",,HAIS,PT Hasnur Internasional Shipping Tbk,,02.900.072.6-038.000,Utama,Transportasi & Logistik,Logistik & Pengantaran,2021-09-01T00:00:00,(62-21) 29343888,https://www.pthis.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HAIS.jpg
PT. Bima Registra,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corsec@habcomaritima.com,0761 20226,0,,Bergerak Dalam Bidang Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus,,HATM,PT Habco Trans Maritima Tbk,,925393241216000,Pengembangan,Transportasi & Logistik,Logistik & Pengantaran,2022-07-26T00:00:00,0761 32236,www.habcomaritima.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HATM.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,corp@radanafinance.co.id,021 50991089,0,,Jasa Pembiayaan,,HDFA,Radana Bhaskara Finance Tbk,0,01.306.439.9-038.000,Utama,Keuangan,Jasa Pembiayaan,2011-05-10T00:00:00,021 50991088,www.radanafinance.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HDFA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corsec@hdi.co.id,0,0,,pengembangan aplikasi perdagangan melalui internet (e-commerce) dan pendistribusian produk digital,,HDIT,PT Hensel Davest Indonesia Tbk,,03.275.285.9-805.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2019-07-12T00:00:00,(0411) 439012,www.hdi.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HDIT.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pakaian & Barang Mewah,Tekstil,secretary@panasiagroup.co.id; astiya_c@panasiagroup.co.id,(022) 5205881,0,,Industri Tekstil ,,HDTX,Panasia Indo Resources Tbk,,01.104.760.2-054.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1990-06-06T00:00:00,(022) 5202930,www.panasiagroup.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HDTX.jpg
,0,,False,False,True,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corporate.secretary@herminahospitals.com,021 - 8560601,0,,Aktivitas Rumah Sakit Swasta,,HEAL,PT Medikaloka Hermina Tbk.,,01.920.115.1-007.000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2018-05-16T00:00:00,021 - 8572525,www.herminahospitals.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HEAL.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Maskapai Penerbangan,Maskapai Penerbangan,corsec@jatigroup.com,	(021) 58900033 ,0,,Jasa angkutan udara niaga tidak berjadwal melalui Entitas Anak,,HELI,PT Jaya Trishindo Tbk,,02.566.647.0-032.000,Pengembangan,Transportasi & Logistik,Transportasi,2018-03-27T00:00:00,	(021) 58900022 ,www.jatigroup.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HELI.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Perdagangan Ritel Barang Primer,Supermarket,corsec@hero.co.id ,(021) 2986 4950 ,0,,Perdagangan Eceran Grosir,,HERO,Hero Supermarket Tbk,0,01.302.384.1-092.000,Utama,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,1989-08-21T00:00:00,(021) 8378 8388,http://www.hero.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HERO.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Mesin,Mesin Konstruksi & Kendaraan Berat,-,-,0,,Perdagangan Alat Berat,,HEXA,Hexindo Adiperkasa Tbk,,01.385.957.4-091.000,Utama,Perindustrian,Barang Perindustrian,1995-02-13T00:00:00,-,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HEXA.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,corpsec@hits.co.id,021 - 509 66344,0,,Jasa Pelayaran Ang Laut,,HITS,Humpuss Intermoda Transportasi Tbk,,01.601.645.3-091.000,Utama,Energi,"Minyak, Gas & Batu Bara",1997-12-15T00:00:00,021 - 509 33155, www.hits.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HITS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Logam & Mineral,Alumunium,info@hkmu.co.id,+622188871933,0,,"Perdagangan, jasa, pembangunan dan industri khususnya barang metal, baja, dan holo besi",,HKMU,PT HK Metals Utama Tbk,S-504PKP/WPJ.22/KP.1303/2018 ,02.998.750.0-004.000 ,Utama,Barang Baku,Barang Baku,2018-10-09T00:00:00,+622188871866,www.hkmu.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HKMU.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Rokok,Rokok,maharani.subandhi@sampoerna.com;sutardi.sutardi@sampoerna.com,021-515-22-34,0,,Industri Rokok,,HMSP,HM Sampoerna Tbk,-,01.108.205.4-092.000,Utama,Barang Konsumen Primer,Rokok,1990-08-15T00:00:00,"021-515-12-34
",www.sampoerna.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HMSP.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corsec@topikoki.com,021 5435 3120,0,,"Perdagangan Besar, Pertanian, Kehutanan, Perikanan, Pengangkutan, Pergudangan, Aktivitas Profesional, Ilmiah, Teknis, Aktivitas Keuangan, dan Asuransi",,HOKI,PT Buyung Poetra Sembada Tbk.,,02.245.813.7-007.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2017-06-22T00:00:00,021 5435 3110,www.topikoki.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HOKI.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",general@goodwayhotel.com,021 3048 5509,0,,Hotel and Tourism,,HOME,Hotel Mandarine Regency Tbk,Tdk berubah,Tdk berubah,PENGEMBANGAN,Barang Konsumen Non-Primer,Jasa Konsumen,2008-07-17T00:00:00,021 30485536,Tdk berubah,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HOME.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@granddevelopment.id,0,0,,Mendirikan dan Menjalankan Usaha Real Estat Yang Dimiliki Sendiri,,HOMI,PT Grand House Mulia Tbk,,02.576.069.5-411.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-09-10T00:00:00,(62-21) 7587 1688,www.granddevelopment.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HOMI.jpg
PT. Bima Registra,0,,False,False,False,True,False,Mesin,Mesin Konstruksi & Kendaraan Berat,corporatesecretary@hdp.co.id,(+62-21) 5940 8708,0,,"Industri Karoseri Kendaraan Bermotor Roda Empat atau Lebih
dan Industri Trailer dan Semi Trailer",,HOPE,PT Harapan Duta Pertiwi Tbk.,,0,PENGEMBANGAN,Perindustrian,Barang Perindustrian,2021-05-24T00:00:00,(+62-21) 5940 8707,hdp.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HOPE.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corsec@ptsgl.com,25675572,0,,Penyedia Jasa Akomodasi dan Perhotelan,,HOTL,Saraswati Griya Lestari Tbk,-,02.504.049.054.000,Utama,Barang Konsumen Non-Primer,Jasa Konsumen,2013-01-10T00:00:00,25675505,www.saraswatiborobudur.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HOTL.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corsec@hrme.co.id,+62 21 3193 3019,0,,Bergerak dalam bidang usaha pariwisata,,HRME,PT Menteng Heritage Realty Tbk.,,02.681.816.1-071.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2019-04-12T00:00:00,+62 21 3193 3018,www.hrme.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HRME.jpg
,0,,False,False,True,True,False,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",corsec@hartadinataabadi.co.id,+62 22 5403002,0,,Perindustrian dan Perdagangan,,HRTA,PT Hartadinata Abadi Tbk,,02.267.114.3-445.000,Utama,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,2017-06-21T00:00:00,+62 22 5402326,www.hartadinata.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HRTA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,corsec@harumenergy.com ,021-3983-1289,0,,"Beroperasi dan berinvestasi dalam bidang pertambangan batubara, perdagangan dan jasa melalui anak perusahaan",,HRUM,Harum Energy Tbk,,01.746.590.7-091.000,Utama,Energi,"Minyak, Gas & Batu Bara",2010-10-06T00:00:00, 021-3983-1288  ,www.harumenergy.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/HRUM.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,corporate.secretary@indonesia-air.com,(62-21) 3912941,0,,Investment,,IATA,PT MNC Energy Investments Tbk,,01.002.818.1-054.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2006-09-13T00:00:00,(62-21) 3912935,www.indonesia-air.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IATA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,corsec@ibf.co.id,(021) 440 8441,0,,Bergerak Dalam Bidang Lembaga Pembiayaan,,IBFN,PT Intan Baru Prana Tbk,,01.566.660.5-073.000,Pengembangan,Keuangan,Jasa Pembiayaan,2014-12-22T00:00:00,"(021) 440 1408, 440 8442",www.ibf.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IBFN.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corsec@indobogasukses.com,0274 2885099,0,,Perseroan bergerak dalam bidang Restoran dan Aktivitas Perusahaan Holding,,IBOS,PT Indo Boga Sukses Tbk,,904165644542000,Akselerasi,Barang Konsumen Primer,Makanan & Minuman,2022-04-25T00:00:00,0274 2880 288,www.indobogasukses.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IBOS.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,corsec@ibstower.com,(021) 390-3473,0,,Penyedia Menara Telekomunikasi,,IBST,Inti Bangun Sejahtera Tbk,0,02.492.463.1-054.000,Utama,Infrastruktur,Telekomunikasi,2012-08-31T00:00:00,(021) 3193-5919,www.ibstower.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IBST.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corporate.secretary@icbp.indofood.co.id,6221 5793 7557,0,,Industri produk makanan bermerek,,ICBP,Indofood CBP Sukses Makmur Tbk,-,02.993.085.6-092.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2010-10-07T00:00:00,6221 5793 7500,www.indofoodcbp.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ICBP.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Jasa Komersial,Jasa Pendukung Bisnis,corpsec@islandconcepts.id,0,0,,"Jasa Akomodasi, Konsultasi dan Katering",,ICON,Island Concepts Indonesia Tbk,0,02.217.567.3-901.000 ,Pengembangan,Perindustrian,Jasa Perindustrian,2005-07-08T00:00:00,(0361) 620 2424 ,www.islandconcepts.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ICON.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pendidikan & Jasa Penunjang,Jasa Pendidikan,corsec@ideaindonesia.com,,0,,"Akademi Pendidikan dan Pelatihan Perhotelan, Kapal Pesiar, Tata Boga dan Restoran Berbasis Industriserta Layanan Jasa Hotel, Restoran dan Manajemen Operator Hotel Edukatif yang dilakukan melalui Perseroan dan Perusahaan Anak",,IDEA,PT Idea Indonesia Akademi Tbk,,92.522.046.9-017.000,Akselerasi,Barang Konsumen Non-Primer,Jasa Konsumen,2021-09-09T00:00:00,(021) 7872288,www.ideaindonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IDEA.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,corporate_secretary@indopora.com,(021) 4604390; 4604393,0,,"Bergerak dalam bidang konstruksi pondasi, dinding penahan tanah, perbaikan tanah, dan pengujian tiang",,IDPR,PT Indonesia Pondasi Raya Tbk.,,01.302.756.0-046.000,Utama,Infrastruktur,Konstruksi Bangunan,2015-12-10T00:00:00,(021) 4603253,www.indopora.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IDPR.jpg
PT. Bima Registra,0,,False,False,False,True,False,Perhutanan & Kertas,Kayu,corporate.secretary@pt-ifi.com,(021) 6619303,0,,Industri Medium Density Fibreboard dan Produk Kayu Olahan Lainnya,,IFII,PT Indonesia Fibreboard Industry Tbk,,02.681.901.1-041.000,Utama,Barang Baku,Barang Baku,2019-12-10T00:00:00,(021) 6615555,www.pt-ifi.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IFII.jpg
PT. Bima Registra,0,,False,False,False,True,False,Logam & Mineral,Logam & Mineral Lainnya,corporate@ifishdeco.com ,(021) 5704991,0,,Pertambangan Bijih Nikel,,IFSH,PT Ifishdeco Tbk.,,01.306.430.8-022.000,Pengembangan,Barang Baku,Barang Baku,2019-12-05T00:00:00,(021) 5704988,www.ifishdeco.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IFSH.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,corporate@champion.co.id; bogi.dhina@champion.co.id; ,021-8841545; 021-8840040,0,,Aktivitas Konsultasi Manajemen Lainnya,,IGAR,Champion Pacific Indonesia Tbk,,01.000.642.7-054.000,Utama,Barang Baku,Barang Baku,1990-11-05T00:00:00,021-8840040; 021-8841088,0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IGAR.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,akbar@shelookred.com,(021) 5830 4809,0,,Penangkaran Ikan,,IIKP,Inti Agri Resources Tbk,,01.881.244.6-054.000,Pengembangan,Barang Konsumen Non-Primer,Barang Rekreasi,2002-10-14T00:00:00,"(021) 5830 4806, (021) 5830 4808",www.iikp.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IIKP.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corpsecretary_legal@intikeramik.com,(021) 83700436,0,,Manufaktur Keramik dan Perhotelan,,IKAI,Intikeramik Alamasri Industri Tbk,	01.359.538.4-054.000 ,	01.359.538.4-054.000,Utama,Barang Konsumen Non-Primer,Jasa Konsumen,1997-06-04T00:00:00,(021) 83700435,www.intikeramik.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IKAI.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",admin@indonesiaseafood.net,021 6930120,0,,Pengolahan dan Perdagangan Hasil Perikanan,,IKAN,PT Era Mandiri Cemerlang Tbk,,02.039.113.2-046.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2020-02-12T00:00:00,021 6930017,www.indonesiaseafood.net,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IKAN.jpg
PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,0,,False,False,False,True,False,,,secretary-sik@gr.sei.co.jp,(021) 59301979,0,,Industri Kabel,,IKBI,Sumi Indo Kabel Tbk,,01.146.659.6-054.000,PENGEMBANGAN,MISCELLANEOUS INDUSTRY,CABLE,1991-01-21T00:00:00,(021) 5922404,,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IKBI.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Ritel Khusus,Ritel Otomotif,corporate.secretary@indomobil.co.id,(021) 8564891,0,,Automotive and Components,,IMAS,Indomobil Sukses Internasional Tbk,-,01.062.220.7-054.000  ,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,1993-11-15T00:00:00,"(021) 8564850, 8564860, Ext: 5700",www.indomobil.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IMAS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,ita@indomobilmultijasa.com,(021) 29185401,0,,Perusahaan Investasi,,IMJS,PT Indomobil Multi Jasa Tbk.,,02.489.292.9-002.000,Utama,Keuangan,Jasa Pembiayaan,2013-12-10T00:00:00,(021) 29185400,www.indomobilmultijasa.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IMJS.jpg
,0,,False,False,True,True,False,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,corporate.secretary@impack-pratama.com,6221-65311041,0,,Produsen dan distributor bahan bangunan dan barang plastik ,,IMPC,PT Impack Pratama Industri Tbk,,01.361.563.8-046.000,Pengembangan,Perindustrian,Barang Perindustrian,2014-12-17T00:00:00,6221- 65311045,www.impack-pratama.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IMPC.jpg
